Date,bond_yield,budget_sur_def,fed_interest_rates,gdp,m2_money_supply,pers_consum_Expen,sp_500,unemployment,us_debt,us_dollar_index,volatility_index,cpi_all,cpi_adjusted
1990-01-01,8.99,8282.0,7.97,5872.701,1.848,3730.7,360.589996,5.4,3035.6,94.540001,17.24,127.5,4.905908309
1990-02-01,9.22,-35207.0,8.25,5872.701,1.848,3728.2,336.089996,5.3,3043.9,93.449997,24.87,128.0,4.91755923
1990-03-01,9.37,-53324.0,8.3,5960.028,1.859,3754.9,344.48999,5.2,3087.4,94.720001,21.9,128.6,5.19152475
1990-04-01,9.46,41829.0,8.3,5960.028,1.859,3770.0,347.299988,5.4,3062.8,94.32,22.84,128.9,5.276985365
1990-05-01,9.47,-42482.0,8.11,5960.028,1.859,3775.8,362.26001,5.4,3138.3,93.300003,18.43,129.1,5.166732439
1990-06-01,9.26,-11105.0,8.28,6015.116,1.856,3804.5,368.779999,5.2,3205.6,93.360001,17.09,129.9,5.370697673
1990-07-01,9.24,-25924.0,8.32,6015.116,1.856,3821.7,369.779999,5.5,3240.7,90.849998,16.26,130.5,5.516605952
1990-08-01,9.41,-52719.0,8.07,6015.116,1.856,3848.3,357.350006,5.7,3235.7,89.080002,21.64,131.6,5.836270781
1990-09-01,9.56,20768.0,8.06,6004.733,1.839,3870.1,326.529999,5.9,3264.5,87.389999,29.9,132.5,5.930360317
1990-10-01,9.53,-31364.0,8.25,6004.733,1.839,3870.6,319.690002,5.9,3325.9,85.519997,28.06,133.4,5.798506168
1990-11-01,9.3,-47723.0,8.06,6004.733,1.839,3871.9,323.019989,6.2,3414.6,83.620003,30.25,133.7,5.683108196
1990-12-01,9.05,-7387.0,7.61,6035.178,1.826,3861.3,333.980011,6.3,3469.8,85.389999,22.16,134.2,5.651092078
1991-01-01,9.04,1650.0,5.53,6035.178,1.826,3841.0,343.929993,6.4,3524.6,85.220001,26.38,134.7,5.815290409
1991-02-01,8.83,-26191.0,6.3,6035.178,1.826,3866.7,370.959991,6.6,3568.6,84.230003,21.04,134.8,5.8623588
1991-03-01,8.93,-41173.0,6.35,6126.862,1.833,3913.0,379.660004,6.8,3571.1,92.459999,21.23,134.8,5.474284579
1991-04-01,8.86,30009.0,6.48,6126.862,1.833,3907.1,391.26001,6.7,3560.4,94.459999,17.42,135.1,5.276160434
1991-05-01,8.86,-53367.0,5.9,6126.862,1.833,3933.2,389.850006,6.9,3603.3,93.580002,17.77,135.6,5.222445891
1991-06-01,9.01,-2579.0,5.92,6205.937,1.85,3940.5,389.809998,6.9,3623.5,96.75,15.93,136.0,4.934653949
1991-07-01,9.0,-40831.0,6.38,6205.937,1.85,3966.0,387.809998,6.8,3674.9,97.32,18.64,136.2,4.713410392
1991-08-01,8.75,-43649.0,5.86,6205.937,1.85,3969.1,396.820007,6.9,3750.4,96.559998,15.47,136.6,4.393094508
1991-09-01,8.61,-6887.0,5.5,6264.54,1.861,3984.7,397.619995,6.9,3807.2,93.769997,14.46,137.0,4.443594793
1991-10-01,8.55,-36594.0,5.4,6264.54,1.861,3976.0,393.809998,7.0,3894.7,92.029999,14.81,137.2,4.288991989
1991-11-01,8.48,-44684.0,5.03,6264.54,1.861,4003.6,398.220001,7.0,3935.9,89.760002,15.6,137.8,4.34967757
1991-12-01,8.31,-2534.0,4.86,6363.102,1.874,4020.5,418.320007,7.3,4066.6,87.870003,20.18,138.2,4.346967664
1992-01-01,8.2,-15668.0,4.09,6363.102,1.874,4084.7,421.179993,7.3,4009.3,88.68,19.31,138.3,4.052308746
1992-02-01,8.29,-49180.0,4.4,6363.102,1.874,4099.5,418.079987,7.4,4021.4,89.919998,17.4,138.6,3.861765064
1992-03-01,8.35,-50712.0,4.13,6470.763,1.905,4117.0,413.779999,7.4,4038.0,91.529999,16.88,139.1,3.975844252
1992-04-01,8.33,14603.0,4.98,6470.763,1.905,4131.5,416.279999,7.4,4049.1,90.779999,16.48,139.4,4.066438773
1992-05-01,8.28,-46773.0,3.75,6470.763,1.905,4158.4,418.75,7.6,4126.6,89.599998,16.61,139.7,3.926410529
1992-06-01,8.22,3782.0,3.96,6566.641,1.931,4177.1,417.299988,7.8,4194.9,87.809998,14.43,140.1,3.860188559
1992-07-01,8.07,-43147.0,3.89,6566.641,1.931,4204.8,424.799988,7.7,4226.8,83.970001,13.34,140.5,3.769367667
1992-08-01,7.95,-24742.0,3.37,6566.641,1.931,4220.9,425.140015,7.6,4316.0,82.57,13.17,140.8,3.628120085
1992-09-01,7.92,5310.0,3.39,6680.803,1.951,4255.3,425.269989,7.6,4341.8,85.959999,13.4,141.1,3.349237754
1992-10-01,7.99,-48792.0,3.58,6680.803,1.951,4284.7,421.160004,7.3,4299.2,87.93,16.31,141.7,3.6359146
1992-11-01,8.1,-32726.0,3.04,6680.803,1.951,4300.5,431.929993,7.4,4372.2,91.550003,16.67,142.1,3.629469745
1992-12-01,7.98,-38947.0,3.17,6729.459,1.971,4336.4,442.649994,7.4,4412.8,92.519997,12.8,142.3,3.478262556
1993-01-01,7.91,29817.0,2.66,6729.459,1.971,4340.7,442.660004,7.3,4446.0,93.75,12.57,142.8,3.528455109
1993-02-01,7.71,-48498.0,3.25,6729.459,1.971,4355.3,450.040009,7.1,4519.6,94.860001,12.33,143.1,3.561853788
1993-03-01,7.58,-43974.0,3.65,6808.939,1.985,4352.5,456.76001,7.0,4541.6,94.800003,13.6,143.3,3.334428143
1993-04-01,7.46,7817.0,3.31,6808.939,1.985,4393.4,452.630005,7.1,4570.5,92.309998,13.02,143.8,3.404237829
1993-05-01,7.43,-36963.0,3.01,6808.939,1.985,4422.4,454.549988,7.1,4590.6,91.379997,12.42,144.2,3.532736691
1993-06-01,7.33,11099.0,3.33,6882.098,1.997,4440.0,455.630005,7.0,4701.2,94.150002,13.67,144.3,3.569326945
1993-07-01,7.17,-39577.0,3.27,6882.098,1.997,4468.9,451.149994,6.9,4692.3,95.620003,11.51,144.5,3.422616714
1993-08-01,6.85,-23078.0,3.07,6882.098,1.997,4481.1,463.559998,6.8,4793.9,95.800003,11.47,144.8,3.508810757
1993-09-01,6.66,8517.0,3.25,7013.738,2.023,4511.5,463.799988,6.7,4798.7,94.150002,11.48,145.0,3.642383692
1993-10-01,6.67,-45422.0,3.19,7013.738,2.023,4532.8,471.100006,6.8,4804.1,95.339996,11.83,145.6,3.424737275
1993-11-01,6.93,-38381.0,3.15,7013.738,2.023,4554.1,469.109985,6.6,4816.6,96.370003,11.78,146.0,3.436277096
1993-12-01,6.93,-7705.0,3.07,7115.652,2.047,4571.1,471.290009,6.5,4853.9,96.849998,13.83,146.3,3.548475916
1994-01-01,6.92,15248.0,2.85,7115.652,2.047,4585.1,482.850006,6.6,4875.9,97.089996,11.66,146.3,3.375759896
1994-02-01,7.08,-41566.0,3.25,7115.652,2.047,4632.6,482.230011,6.6,4812.1,97.099998,10.65,146.7,3.415920384
1994-03-01,7.48,-32315.0,3.31,7246.931,2.08,4646.0,471.089996,6.5,4737.9,95.419998,15.83,147.1,3.570150943
1994-04-01,7.88,17454.0,3.64,7246.931,2.08,4671.1,452.790009,6.4,4686.7,95.330002,20.45,147.2,3.354397547
1994-05-01,7.99,-32057.0,3.73,7246.931,2.08,4669.5,457.769989,6.1,4702.8,93.75,14.11,147.5,3.225532887
1994-06-01,7.97,14850.0,4.33,7331.075,2.103,4708.9,463.230011,6.1,4713.8,93.580002,12.72,147.9,3.194738495
1994-07-01,8.11,-33198.0,3.82,7331.075,2.103,4720.6,459.329987,6.1,4741.3,90.559998,14.36,148.4,3.233880147
1994-08-01,8.07,-24275.0,4.34,7331.075,2.103,4762.6,477.589996,6.0,4780.2,90.309998,11.17,149.0,3.306714086
1994-09-01,8.34,4266.0,4.76,7455.288,2.139,4775.0,475.48999,5.9,4716.5,89.720001,11.86,149.3,3.254281644
1994-10-01,8.57,-31343.0,5.44,7455.288,2.139,4812.9,474.73999,5.8,4736.8,88.370003,14.28,149.4,3.164264289
1994-11-01,8.68,-37243.0,4.76,7455.288,2.139,4825.6,472.26001,5.6,4753.3,89.269997,14.84,149.8,3.128282179
1994-12-01,8.46,-4803.0,5.49,7522.289,2.155,4841.6,462.730011,5.5,4774.0,90.18,16.69,150.1,2.901446577
1995-01-01,8.46,15634.0,4.94,7522.289,2.155,4851.2,471.359985,5.6,4830.4,89.629997,13.2,150.5,3.144200833
1995-02-01,8.26,-38357.0,5.25,7522.289,2.155,4850.8,489.190002,5.4,4919.3,88.489998,11.73,150.9,3.124100115
1995-03-01,8.12,-50544.0,5.56,7580.997,2.151,4885.4,508.149994,5.4,4932.0,86.099998,11.65,151.2,3.167481169
1995-04-01,8.03,49722.0,6.3,7580.997,2.151,4890.2,515.289978,5.8,4945.8,83.029999,13.37,151.8,3.306684647
1995-05-01,7.65,-39555.0,6.1,7580.997,2.151,4933.1,533.409973,5.6,5113.5,84.839996,12.14,152.1,3.355294523
1995-06-01,7.3,12813.0,6.04,7683.125,2.142,4977.5,551.070007,5.6,5167.5,83.580002,12.21,152.4,3.332283478
1995-07-01,7.41,-13582.0,6.11,7683.125,2.142,4970.2,565.400024,5.7,5143.5,82.800003,11.38,152.6,3.386948974
1995-08-01,7.57,-33849.0,5.55,7683.125,2.142,5005.3,565.619995,5.7,5175.0,86.629997,13.56,152.9,3.23814109
1995-09-01,7.32,7191.0,5.72,7772.586,2.147,5020.5,587.609985,5.6,5192.5,87.470001,11.29,153.1,3.351697522
1995-10-01,7.12,-22758.0,6.2,7772.586,2.147,5013.9,590.659973,5.5,5234.9,84.900002,13.95,153.5,3.46411606
1995-11-01,7.02,-38452.0,5.76,7772.586,2.147,5055.6,608.690002,5.6,5270.8,85.379997,13.41,153.7,3.37996065
1995-12-01,6.82,5283.0,5.56,7868.468,2.147,5097.5,622.880005,5.6,5305.8,85.629997,11.11,153.9,3.379829487
1996-01-01,6.81,19456.0,4.73,7868.468,2.147,5085.7,636.179993,5.6,5307.9,87.720001,12.19,154.7,3.277075064
1996-02-01,6.99,-44346.0,5.27,7868.468,2.147,5132.8,664.22998,5.5,5241.1,87.559998,12.65,155.0,3.259936249
1996-03-01,7.35,-47071.0,5.81,8032.84,2.165,5173.3,656.969971,5.5,5296.2,87.120003,16.72,155.5,3.134500987
1996-04-01,7.5,72404.0,5.53,8032.84,2.165,5208.0,656.679993,5.6,5239.9,88.290001,17.9,156.1,3.004778103
1996-05-01,7.62,-53051.0,5.41,8032.84,2.165,5223.8,681.099976,5.6,5239.3,89.040001,16.07,156.4,3.047772222
1996-06-01,7.71,34340.0,5.31,8131.408,2.171,5229.8,680.320007,5.3,5294.8,88.559998,16.07,156.7,3.051784638
1996-07-01,7.65,-26856.0,7.8,8131.408,2.171,5251.9,675.880005,5.5,5311.5,88.32,13.78,157.0,3.087421545
1996-08-01,7.46,-41831.0,6.29,8131.408,2.171,5275.0,670.679993,5.1,5303.1,86.959999,18.76,157.2,3.083473301
1996-09-01,7.66,35257.0,5.28,8259.771,2.176,5296.6,690.880005,5.2,5357.4,88.120003,17.01,157.7,3.063090207
1996-10-01,7.39,-39805.0,5.53,8259.771,2.176,5328.5,714.099976,5.2,5436.7,88.529999,17.05,158.2,2.943741816
1996-11-01,7.1,-37878.0,5.19,8259.771,2.176,5351.2,762.119995,5.4,5529.3,87.959999,17.89,158.7,2.980390413
1996-12-01,7.2,18490.0,5.44,8362.655,2.174,5378.6,761.75,5.4,5496.2,89.139999,17.93,159.1,3.05642197
1997-01-01,7.42,13364.0,6.26,8362.655,2.174,5411.1,794.669983,5.3,5471.7,93.589996,20.92,159.4,2.91241515
1997-02-01,7.31,-44010.0,5.37,8362.655,2.174,5434.0,817.679993,5.2,5491.6,95.800003,19.47,159.7,2.802464903
1997-03-01,7.55,-21323.0,5.5,8518.825,2.19,5454.2,814.900024,5.2,5464.2,96.32,21.1,159.8,2.854608076
1997-04-01,7.73,93939.0,6.18,8518.825,2.19,5459.3,804.130005,5.1,5458.3,97.470001,20.84,159.9,2.910920374
1997-05-01,7.58,-48494.0,5.73,8518.825,2.19,5460.2,851.869995,4.9,5468.6,97.349998,19.87,159.9,2.870203143
1997-06-01,7.41,54635.0,5.58,8662.823,2.192,5494.2,902.090027,5.0,5520.4,96.220001,20.85,160.2,2.828445596
1997-07-01,7.14,-25624.0,6.24,8662.823,2.192,5548.8,957.72998,4.9,5604.5,100.0,21.0,160.4,2.752239262
1997-08-01,7.22,-35189.0,5.65,8662.823,2.192,5587.0,964.169983,4.8,5576.0,101.790001,22.29,160.8,2.653670773
1997-09-01,7.15,49940.0,5.52,8765.907,2.184,5601.7,960.590027,4.9,5623.9,100.230003,24.53,161.2,2.544804261
1997-10-01,7.0,-35968.0,5.65,8765.907,2.184,5637.7,983.119995,4.7,5678.3,98.220001,22.32,161.5,2.618900715
1997-11-01,6.87,-17349.0,5.56,8765.907,2.184,5661.1,964.549988,4.6,5713.0,97.989998,35.09,161.7,2.548580799
1997-12-01,6.76,13639.0,5.92,8866.48,2.17,5692.1,986.25,4.7,5777.0,99.730003,26.01,161.8,2.621535622
1998-01-01,6.61,25379.0,5.84,8866.48,2.17,5689.9,992.650024,4.6,5808.6,101.68,24.01,162.0,2.673178027
1998-02-01,6.67,-41750.0,5.48,8866.48,2.17,5723.8,1051.660034,4.6,5805.5,101.040001,21.36,162.0,2.691552555
1998-03-01,6.72,-13813.0,5.57,8969.699,2.155,5750.3,1113.069946,4.7,5817.4,101.690002,19.19,162.0,2.672304266
1998-04-01,6.69,124603.0,5.72,8969.699,2.155,5788.1,1132.97998,4.3,5771.7,102.110001,23.37,162.2,2.640497846
1998-05-01,6.69,-38779.0,5.46,8969.699,2.155,5837.9,1130.52002,4.4,5801.3,100.660004,19.34,162.6,2.611332031
1998-06-01,6.53,51106.0,5.79,9121.097,2.155,5871.7,1145.150024,4.5,5866.6,102.449997,22.83,162.8,2.600204475
1998-07-01,6.55,-24084.0,6.35,9121.097,2.155,5890.0,1190.579956,4.5,5833.1,102.669998,18.0,163.2,2.603335947
1998-08-01,6.52,-11166.0,5.63,9121.097,2.155,5925.0,1121.790039,4.5,5967.1,102.879997,24.8,163.4,2.633982138
1998-09-01,6.4,37425.0,5.75,9293.991,2.14,5965.6,1066.109985,4.6,6017.5,100.129997,36.48,163.5,2.594217982
1998-10-01,6.37,-32440.0,5.73,9293.991,2.14,5998.8,1103.780029,4.5,6020.2,96.309998,43.48,163.9,2.535056337
1998-11-01,6.41,-16937.0,5.35,9293.991,2.14,6015.4,1192.969971,4.4,6028.0,96.940002,27.26,164.1,2.523581703
1998-12-01,6.22,-5156.0,4.82,9411.682,2.129,6070.5,1244.930054,4.4,6035.8,96.139999,24.97,164.4,2.437823
1999-01-01,6.24,70505.0,4.07,9411.682,2.129,6073.9,1280.369995,4.3,6042.3,96.239998,24.42,164.7,2.383116
1999-02-01,6.4,-42337.0,4.86,9411.682,2.129,6099.2,1283.839966,4.4,5925.4,99.480003,27.67,164.7,2.316234
1999-03-01,6.62,-22409.0,5.1,9526.21,2.124,6133.0,1323.819946,4.2,5947.5,100.790001,28.37,164.8,2.237507
1999-04-01,6.64,113459.0,5.41,9526.21,2.124,6199.5,1371.560059,4.3,5876.5,101.360001,22.06,165.9,2.226592
1999-05-01,6.93,-23969.0,5.03,9526.21,2.124,6232.1,1375.97998,4.2,5837.9,102.639999,25.07,166.0,2.153318
1999-06-01,7.23,53568.0,4.78,9686.626,2.128,6260.3,1372.930054,4.3,5848.4,103.480003,26.62,166.0,2.070264
1999-07-01,7.19,-25164.0,5.76,9686.626,2.128,6287.6,1420.329956,4.3,5820.7,104.879997,19.69,166.7,2.111144
1999-08-01,7.4,-2803.0,5.07,9686.626,2.128,6331.9,1382.839966,4.2,5832.3,101.459999,25.59,167.1,2.094839
1999-09-01,7.39,58042.0,5.41,9900.169,2.146,6386.5,1361.390015,4.2,5828.5,101.269997,22.93,167.8,2.070746
1999-10-01,7.55,-26326.0,5.26,9900.169,2.146,6411.4,1373.170044,4.1,5830.4,99.919998,24.93,168.1,2.04962
1999-11-01,7.36,-27031.0,5.38,9900.169,2.146,6448.7,1425.310059,4.1,5814.4,102.339996,22.09,168.4,2.147821
1999-12-01,7.55,33081.0,5.71,10002.179,2.135,6541.0,1473.099976,4.0,5852.5,102.760002,22.23,168.8,2.167848
2000-01-01,7.78,62152.0,3.99,10002.179,2.135,6542.9,1478.0,4.0,5777.2,105.279999,24.64,169.3,2.335519
2000-02-01,7.68,-41734.0,5.79,10002.179,2.135,6625.3,1444.550049,4.1,5835.2,106.860001,23.45,170.0,2.379221
2000-03-01,7.68,-35380.0,5.78,10247.72,2.151,6686.5,1552.869995,4.0,5926.6,106.610001,21.64,171.0,2.483286
2000-04-01,7.64,159497.0,6.17,10247.72,2.151,6679.1,1527.189941,3.8,5813.7,110.32,24.11,170.9,2.409239
2000-05-01,7.99,-3611.0,6.17,10247.72,2.151,6709.7,1481.51001,4.0,5760.0,112.860001,25.88,171.2,2.558647
2000-06-01,7.67,55888.0,6.65,10318.165,2.141,6746.9,1488.930054,4.0,5839.8,109.419998,22.36,172.2,2.701492
2000-07-01,7.65,5061.0,6.86,10318.165,2.141,6768.5,1517.319946,4.0,5832.1,109.919998,19.54,172.7,2.71297
2000-08-01,7.55,-10427.0,6.51,10318.165,2.141,6802.8,1525.209961,4.1,5883.8,112.93,20.55,172.7,2.874818
2000-09-01,7.62,65747.0,6.52,10435.744,2.133,6888.6,1530.089966,3.9,5869.1,116.75,17.53,173.6,2.897082
2000-10-01,7.55,-11321.0,6.6,10435.744,2.133,6893.8,1454.819946,3.9,5867.6,119.07,21.23,173.9,2.919941
2000-11-01,7.45,-23690.0,6.61,10435.744,2.133,6909.8,1438.459961,3.9,5969.5,118.690002,24.28,174.2,2.870145
2000-12-01,7.21,32666.0,6.6,10470.231,2.085,6952.2,1389.050049,3.9,5984.4,115.440002,27.48,174.6,2.972089
2001-01-01,7.15,76379.0,5.41,10470.231,2.085,6987.4,1383.369995,4.2,6065.5,112.650002,29.99,175.6,2.878468
2001-02-01,7.1,-48168.0,5.57,10470.231,2.085,7001.8,1376.380005,4.2,6112.7,113.620003,21.66,176.0,2.979742
2001-03-01,6.98,-50662.0,5.59,10599.0,2.059,6996.7,1267.420044,4.3,6145.7,117.629997,28.08,176.1,2.961886
2001-04-01,7.2,189796.0,5.29,10599.0,2.059,7004.2,1269.300049,4.4,5969.7,117.82,31.21,176.4,3.091112
2001-05-01,7.29,-27919.0,4.61,10599.0,2.059,7052.8,1315.930054,4.3,5964.8,119.290001,24.2,177.3,3.07401
2001-06-01,7.18,31862.0,4.14,10598.02,2.014,7069.7,1286.619995,4.5,6030.7,120.330002,21.59,177.7,3.200619
2001-07-01,7.13,2820.0,3.95,10598.02,2.014,7082.3,1239.780029,4.6,6089.1,121.019997,18.76,177.4,3.207811
2001-08-01,7.02,-79990.0,3.79,10598.02,2.014,7121.7,1226.27002,4.9,6159.6,117.160004,20.56,177.4,3.251713
